"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Senegal","SEN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","262928","269997","283276","297560","308526","311913","345862","346585","370412","392541","419748","452679","496066","533394","567059","583890","610946","642063","658102","682925","708448","725496","738556","773386","805437","875661","954758","1026570","1034065","1107712","1159721","1197081","1287093","1382749","1444163","1473464","1572178","1618303","1652585","1695007","1797147","1839982","1845649","1926736.125","1977388","","","","2171967","2259988","",
"Singapore","SGP","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","363518","357936","354748","345284","337816","328401","316265","306349","297102","290859","291722","285179","286780","290800","288623","278060","268820","261603","259270","257833","257932","260286","262599","261534","251097","261648","269668","","","","","","","","","","","301101","299704","294602","","","","","","","236943","234653","233553","234947","","",
"Solomon Islands","SLB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","21270","25144","25570","25442","26088","28219","27021","26390","26749","26973","28870","29253","30616","34953","37522","38716","39563","42381","","","47598","49000","53320","57264","60493","63794","55940","66840","","58016","57364","","66480","","","75082","80649","83232","","","95379","98066","97547","100517","101981","104236","107203","108396","105428","107118","","",
"Sierra Leone","SLE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","166107","176658","169324","181911","191692","205910","218376","227815","","304962","315145","346703","350160","381674","416024","421689","","422210","395389","391152","367426","","","","","","","","","442915","554308","","","","","","","","","","1194503","1252343","1299812","","1360243","1412524","1486939","1369738","1770368","1759773","",
"El Salvador","SLV","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","509985","535113","541931","588213","613810","640615","667647","690140","718049","748979","695829","585889","667002","700719","730090","","","837520","853058","833279","","809487","829235","834134","","838509","902559","933822","925511","939877","949077","967748","987676","1016098","1045485","1045484","1035100","1075041","993795","963524","939726","900681","858864","817275","777043","741394","711182","678137","662740","626300","616870","603304",
"San Marino","SMR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1639","1654","1683","1692","1698","1692","1663","1623","1588","1535","1509","1488","1493","1456","1440","1411","1363","1288","1266","1227","1212","1200","1190","1166","","1134","1170","","","1249","","","","1445","","","","1573","1568","1577","1563","1574","","","","","","1698","1653","1603","",
"Somalia","SOM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","42713","51143","67952","84507","","197706","229030","228544","263751","271139","212395","194181","182272","183836","166333","153711","","","","","","","","","","","","","","","","","","","","","457132","","","","","","","","","","","","","","",
"Serbia","SRB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","379856","350819","344346","338950","332730","329234","324913","312514","297816","289785","282395","283161","288690","289403","288196","284754","279220","272523","268952","266759","264194","259112","",
"Sub-Saharan Africa (excluding high income)","SSA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","27139440","28187708","29611230","31057090","33140662","34758320","36343920","39217192","42567296","46635884","49930392","53088092","56055752","57605068","58602032","58506604","58142936","58870940","59789924","62064452","63045688","65648180","67176544","69839672","71818784","74277856","74087712","80055120","83645368","86059808","90712152","95040384","99895808","105491024","110723312","116496736","121749080","127170704","132323096","136388448","139851104","145687808","150980784","155627504","159161424","161045856","165955376","171409424","177251664","181332784","184931984","",
"South Sudan","SSD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1450738","","","","1273852","","","","","","",
"Sub-Saharan Africa","SSF","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","27148664","28197454","29621304","31067366","33151018","34768552","36353868","39227192","42577420","46645864","49940020","53097880","56065648","57614888","58611636","58516284","58152860","58880668","59799556","62074268","63055852","65658316","67186480","69849544","71828696","74287744","74097600","80064864","83655104","86069736","90722176","95050168","99905432","105500504","110732216","116505936","121758024","127179568","132331840","136397072","139859776","145696512","150989488","155636176","159170240","161054832","165964384","171418464","177260928","181342160","184941488","",
"Small states","SST","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","2605660.75","2699794.25","2773118.75","2829199.25","2905212","2935358.5","2970875.25","3013653.25","3047742.75","3075488.75","3115711.25","3177729","3251538","3316718","3374604","3443793","3499303","3578214","3643650","3717309.5","3740865","3834241","3883536.75","3927025.5","4030757.5","4097952.5","4123151","4181718","4245949.5","4283959.5","4377133.5","4444785.5","4475297.5","4508049","4531328.5","4533053.5","4564960.5","4559218.5","4580689","4589769.5","4614614","4652131.5","4637530","4665438","4710771","4775278","4832620.5","4906165.5","4975343.5","5052232","5113955","",
"Sao Tome and Principe","STP","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","9018","10278","12518","10259","10803","14290","12663","14162","","16509","16376","16382","16102","15874","16013","","17010","18095","","19822","20494","21484","","","","21016","","20077","23769","","","28780","29347","29784","30468","","31397","32584","33789","34116","35250","33893","34733","34493","35558","36394","37172","","","","",
"Suriname","SUR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","91834","91502","93275","95282","91769","80171","86958","85250","85060","80844","74538","75630","74805","73520","71454","69963","62633","62271","65798","61435","60085","73407","79162","87882","","","","","64031","","64852","64023","","","65527","66121","65020","69604","71074","70981","69857","70193","70254","70492","71921","71653","68612","67690","68147","67953","",
"Slovak Republic","SVK","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361885","361350","350604","345594","338291","329559","320560","324311","316601","309399","300189","284312","270004","254906","242459","235378","230536","224769","217805","212421","209213","209325","211407","213766","216266","219866","225427","229456","231720","","",
"Slovenia","SVN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","109500","113045","115200","115533","115913","116016","116887","117051","116847","115085","112134","111663","104441","102120","102184","100764","98866","95812","91536","86850","86388","86021","87085","93371","93156","93274","107848","107295","107104","106883","106946","107965","109218","111648","115560","119563","123998","129123","132551","","",
"Sweden","SWE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","615331","636219","653055","671651","688806","698677","698017","689839","686811","677349","666679","662581","658127","647557","630505","612704","600122","588600","580200","578540","578359","584203","614551","626254","643768","666139","690630","746164","763028","775706","786027","785774","774888","690758","658461","626847","601120","584726","573416","576110","578486","602295","733412","757164","791893","826685","861086","893495","888850.25","","",
"Eswatini","SWZ","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","69055","71455","76343","81694","86110","89528","92721","96835","100700","105607","112019","119913","125303","129767","134528","139345","142206","147743","152895","157345","166454","172908","180285","186271","192599","201307","202439","205829","208779","213041","213986","212063","209037","208444","218352","221596","229686","232572","","231349","241237","239721","239422","239019","240437","241404","239028","237451","237074","236002","","",
"Sint Maarten (Dutch part)","SXM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3585","","3677","","","","","","","",
"Seychelles","SYC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","9224","9746","10074","10275","10355","10232","9950","10001","10123","9978","9629","9790","9897","9820","9607","9678","9922","9728","9631","9819","","10134","9931","9873","9911","9885","9886","9747","9738","9931","10025","9782","9623","9477","8906","9204","8942","8864","8744","8624","8670","8695","8701","8682","8812","8974","9007","9037","9258","9383","9509","",
"Syrian Arab Republic","SYR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","924969","1005739","1102652","1160088","1211570","1273944","1316152","1356428","1407223","1481496","1555921","1642888","1716795","1823684","1924242","2029752","2158594","2217993","2304544","2357981","2452086","2539081","2573181","2624594","2651247","2672960","2690205","2695452","2738083","2774922","2835023","2904569","2149493","2192764","2252145","2279545","2310168","2356403","2383223","2429450","2507400","2552874","1547316","","","","","","","","",
"Turks and Caicos Islands","TCA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1615","1791","1707","1668","1626","1764","1800","1692","","","","","","","","","","","","","","","","1750","","","1573","","1822","2018","2176","2137","1810","2117","2220","","","","2891","","","","","2647","2577","","","3680","","3499","",
"Chad","TCD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","183250","184020","188485","198030","201676","212983","220882","","","","","","","","288478","337616","340920","419406","424942","492231","525165","568630","553205","542405","547696","591493","680909","786537","839932","913547","984224","1085247","1164093","1271985","1262393","1296486","1324298","1529711","1671205","1727030","1928603","2090758","2330798","2442660","2270104","2213223","2060946","2419675","2468784","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","140544496","146459376","154634448","169019344","180248208","190957584","198699792","199790512","198719840","200013648","202778096","204393312","203542704","201171168","198524944","199076192","197486240","196592224","193871152","191578448","189649408","189247520","189303552","190447008","193221568","197083184","201127408","205538768","209772432","209600912","206702112","199697952","187375072","177138752","187471168","181738352","177028064","176008416","174241104","172366048","170474928","169702048","169974304","168942048","165412368","166210384","168287792","170135216","171251152","174219248","176444352","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","28708196","28302866","27598424","26950366","26340160","25825744","25553812","25366678","25357620","25689294","26049410","26203766","26867144","27379176","28209936","28604756","28994770","29637044","30173076","30127622","30442534","30750970","30838278","30833200","30783702","30928396","31516076","31041478","30366916","29469374","28316482","27626190","27098446","26244362","26821588","25517018","24738126","24153116","23701750","23328750","23341208","23453772","23531892","23134292","23491754","23735816","24295170","24740498","25519014","26133068","26526170","",
"Togo","TGO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","228505","257875","290352","311678","329443","362895","395381","421436","458104","484272","506788","498639","492329","457376","454209","462858","511009","527853","569388","597503","646962","652548","","663126","762137","824626","859574","888012","953886","914919","945103","977534","975063","984846","996707","1051872","1021617","1055372","1224916","1286653","1299802","1368074","1412356","1413208","1498312","1498314.5","1524191","1548876","1584376","1634441","",
"Thailand","THA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","5634782","5921149","6151354","6385468","6543164","6686477","6810747","6955623","6848121","7243764","7392563","7449219","7398184","7272153","7229064","7150489","7160494","7086116","7008584","6992232","6956717","6906935","6758091","6569856","6291945","5961855","5909618","5930829","6120400","6100647","6023714","6056420","","6054517","5974615","5843512","5703756","5564622","5370546","5146535","5044242","5005432","4954620","5182351","5081079","5063489","4952685","4900785","4899076","4886781","",
"Tajikistan","TJK","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","507354","536959","519701","570916","593526","611903","638674","684087","690306","691891","680100","684542","694930","690270","693078","687900","680308","692247","686290","682090","668678","662513","664930","662427","683162","718497","771040","","","","",
"Turkmenistan","TKM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","557184","588703","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","40917488","42761624","43826224","45235196","46259924","46854656","47536120","49358200","50929044","53441836","54615580","55619160","56948072","57307284","59063560","59540876","64142548","60443812","61852288","61534392","63582404","62704300","63699700","64441900","65253684","69546928","70073888","67730880","70493112","68953656","68698992","68477000","68595216","68090704","68205408","67753192","67334872","67253256","66795852","66657064","65974376","65408872","64656144","64967236","64223928","63457904","62919324","62486752","62178520","61933848","62571956","",
"Timor-Leste","TLS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185180","184047","183800","183483","177970","","","206576","218294","230175","241871","245038","246531","245847","243559","236190","222835","212849","206512","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","14577723","15017750","15487719","16307070","16921166","18009900","19065698","19945302","20704658","20964720","22205644","22559098","23677974","24671452","25808022","26633400","27797760","29158786","30403334","31456678","31734958","33550128","33553384","34376120","35690708","35478328","36489504","36652488","36923408","37061744","37011664","37106392","37187628","36317908","36088176","37368100","37356580","37422892","37478252","37100424","37551608","37843952","38905944","40693580","41343940","42119224","43145748","44242236","45425760","46756812","48275200","",
"Tonga","TON","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","17865","16416","16566","16688","16932","19260","19474","19416","19730","19744","19012","17364","16701","16329","16921","17019","16912","16715","","","16522","16728","16658","16792","16540","16652","16857","16648","16460","16783","16697","17033","17105","17891","17113","17032","16941","16892","16667","16719","16848","17033","17222","17251","17093","16982","","","17246","17024","17056","",
"South Asia (IDA & IBRD)","TSA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","67819560","68855360","71945368","77273936","78319616","80906936","82427304","85929344","84273368","85925520","88805888","92244736","94301424","98758088","102380352","104298208","108414352","108635360","114435168","120658928","123494024","126273760","129835456","134670080","138860176","140839312","142437264","143907952","143772192","146062192","149388560","149855984","153778368","166070816","171071744","175274208","178691360","183044224","184673552","184876320","186210608","186360480","188740960","189900768","187683056","188484672","197232624","194537232","175117136","173718400","175879552","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","27148664","28197454","29621304","31067366","33151018","34768552","36353868","39227192","42577420","46645864","49940020","53097880","56065648","57614888","58611636","58516284","58152860","58880668","59799556","62074268","63055852","65658316","67186480","69849544","71828696","74287744","74097600","80064864","83655104","86069736","90722176","95050168","99905432","105500504","110732216","116505936","121758024","127179568","132331840","136397072","139859776","145696512","150989488","155636176","159170240","161054832","165964384","171418464","177260928","181342160","184941488","",
"Trinidad and Tobago","TTO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","225689","225134","220363","211979","202943","199033","190155","181863","171635","166763","167039","167950","169853","166739","168790","168308","176544","182764","186189","189623","193992","196333","197030","195013","191636","186000","181030","176204","172204","168532","155366","141427","141036","137313","129703","","130242","130880","130914","131350","","","","","","","","","","136530","",
"Tunisia","TUN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","935738","946712","896000","878317","910532","932787","968436","991908","1004144","1033638","1054027","1088822","1150580","1198447","1245262","1291490","1326541","1345921","1333490","1376519","1405665","1426215","1440960","1476329","1481759","1468998","1450916","1450164","1442904","1413795","1373904","1325707","1277124","1228347","1184301","1134414","1068822","1036445","1025044","1030109","1027970","1046671","1063291","1089220","1114883","1139314","1170470","1201736","","1269412","",
"Turkiye","TUR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","5011926","5099694","5243681","5324707","5377708","5463684","5499456","5454356","5570935","","5656494","5859711","6038169","6497308","6522438","6635858","6703528","6880304","6766829","6848083","6861711","6878923","6707725","6526356","6466648","","6389060","","6583231","6562090","6694754","6755124","6575666","6617912","6678265","6705994","6769452","6760145","6591608","6635156","6580999","6429549","5593910","5574916","5434150","5360703","4972430","5104599","5267378","","",
"Tuvalu","TUV","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","1008","","1016","1073","","","1255","","","1395","1432","","","","1419","1360","1517","1427","1283","1344","1404","1450","1460","","","","","","","","1421","1488","1324","","1324","1323","1340","",
"Tanzania","TZA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","856213","922083","1017942","1126165","1260103","1592396","1953348","2274167","2993371","3211568","3367644","3538183","3512799","3561410","3493469","3169759","3158839","3159726","3165113","3258601","3379000","3512347","3603488","3736734","3796830","3877643","3942888","4057965","4042568","4189816","4382410","4881588","5981338","6562772","7083063","7541208","7959884","8316925","8626825","8441553","8419305","8247172","8294957","8231913","8222667","8298282","8638572","9315656","10111671","10605430","10925896","",
"Uganda","UGA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","729522","793530","783276","814673","878096","973604","1036920","1139413","1208915","1223850","1302377","1407158","1616791","1730300","1930298","2117000","2203824","2309000","2417000","2366666","2470000","2576537","2403845","2674965","2789573","2912473","3068626","5303564","5806385","6288239","6559013","6900916","7354153","7633314","7377292","7223879","7363721","7537971","7963979","8297774","8374648","8098177","8328643","8459336","","8264317","8655924","8840589","","","","",
"Ukraine","UKR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","2425300","2338600","2239900","2167400","","2082300","2048300","2062600","2107800","2177400","2218876","2229500","2229800","2253600","2269100","2301900","","2518700","","2539500","2703794","2656561","2674319","2660695","","","2331614","2339118","2200098","2078699","2065348","2047085","1960512","1850734","1945715","1753689","1647847","1573458","1531943","1540282","1563396","1584382","1638497","1685030","1536578","1599250","1644263","1676550","1724664","1724705","",
"Upper middle income","UMC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","170750816","177359296","185378960","200267376","211624656","221366224","228137824","229004704","226576784","229653440","231959552","232770464","231488336","228450432","226744992","227074000","229903904","224995360","223315008","221581152","222386656","220475312","220518560","221585296","224481104","232975728","236999648","238276176","244264560","241917296","237734128","229990800","217282240","206176496","217722416","210912256","206313376","204536848","202505040","199787088","196230528","194326544","193352496","192717008","189043648","189769424","191996496","194072096","196121760","199207680","202480432","",
"Uruguay","URY","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","354096","359928","352209","353653","331047","322602","322942","324361","325888","326235","331247","387150","363179","350178","350390","356002","354883","354177","351984","350415","346416","340789","338020","338204","337889","341197","345573","364291","365297","366461","360834","359557","364858","365423","366205","365536","365388","359439","353560","348691","341885","339783","332212","327137","321779","316864","309806","304309","296791","292536","","",
"United States","USA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24538372","24785698","25019052","25123678","24957956","24786460","","",
"Uzbekistan","UZB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","1391000","","","","","1612000","","","1651200","1711300","1777900","1715100","1769300","1852841","1901980","2451355","2497437","2528920","2569852","2601953","2597886","2567685","2513342","2451125","2383326","2277191","2164897","2071317","1995747","1970922","1948128","1955692","1981330","2033877","2134601","2260515","2391489","2485178","2505930","2508453","",
"St. Vincent and the Grenadines","VCT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","28225","34521","","21664","20724","21854","","","","","","21497","","22454","","24561","22324","","","","22030","","","21386","","","","20135","19838","19183","19052","18130","18629","17536","17858","","15928","15532","14909","14435","13363","13811","13609","13427","13362","13179","13026","13198","","","",
"Venezuela, RB","VEN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1769680","1838314","1894206","1924040","1990123","2108413","2204074","2309173","2378601","2456815","2530263","2591051","2619844","2641380","2710333","2770520","2880333","2925663","2967110","3036219","3183729","3282472","3287287","","","3175566","3257337","","3261343","3327797","3423480","3506780","3449984","3453379","3449290","3452062","3521139","3439199","3461820","3457754","3466230","3486365","3519519","3493044","3476473","3383277","3285299","","","","",
"British Virgin Islands","VGB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","2156","2033","2138","1868","2090","2096","","","2016","","1974","","2009","2054","2069","","","","","2244","2340","2443","2539","2502","2625","","","","2757","2783","2775","2811","2780","2824","2898","2923","3044","","3128","3201","3138","3164","3197","3277","3358","3309","3334","2529","2750","2715","",
"Virgin Islands (U.S.)","VIR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","11644","15302","15008","16004","16379","17997","16500","17000","","","12641","15904","16069","15758","15308","14948","","","","","14319","14400","14544","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","7403715","7722524","7784587","7337436","7923495","7887439","","7884202","7993019","8005981","8125836","8484685","8666252","8663481","8583052","8862292","9090800","9527200","9782900","10047564","10228800","10431300","10435508","10250214","10063025","9751434","9336913","8841004","8350191","7773484","7317813","7041312","6871795","6745016","6922624","7048493","7100950","7202767","7434848","7543632","7790009","7801560","8041842","8506562","8718356","",
"Vanuatu","VUT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","18250","18878","18622","19252","19834","20095","20639","21161","21816","22749","23264","22969","","22244","","22897","23856","24060","24634","25000","24471","24952","26267","30179","30472","","","31747","34366","34333","35674","36482","37470","39388","38960","38530","37060","37817","38658","38762","41834","","","44181","","45931","","","","54820","56390","",
"World","WLD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","401903296","412271200","425980672","448901152","463630080","479301792","491223616","500531776","502909056","512330624","525399776","534162048","541042752","545123456","549388544","552313728","559941312","557872000","564887488","571985728","576902016","583040384","589214720","599523136","610629568","623666944","631772608","640945984","651431104","653888896","657403968","654176384","649815104","654776768","675523392","679009152","681383296","689512000","693726016","694845632","697378112","702326400","710457792","717068032","715625664","719649664","736674112","742831104","732029376","739417408","750120576","",
"Samoa","WSM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","24462","24976","25761","27408","","28492","28677","29017","28955","29249","28388","27675","26973","26939","","","26921","","","","","","","","26681","27196","27011","27317","27439","27297","28026","29203","30530","31059","31175","30964","30516","30193","","29663","30871","29860","29869","","31352","31998","32629","32950","33123","33841","33950","",
"Kosovo","XKX","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2302787","","2643579","2783371","2950403","3107801","3219564","","","3282457","","3426991","3640590","3684948","3874741","","","3900134","","","","","",
"South Africa","ZAF","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","3988514","","","","","4635315","","4324747","4141797","4268090","","4480493","4426022","","","","4737367","4920543","5055396","6757600","6951777","7210021","","","7971770","8159430","","8091295","7998945","7935221","7444802","7413415","7465728","7470476","7444142","7314449","7256518","7312258","7231660","7128500","7024368","6957432","7004482","7063849","7195183","7555842","7569924","7582154","7568387","7688381","","",
"Zambia","ZMB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","694670","729801","777873","810234","858191","872392","907867","936817","964475","996597","1041938","1073203","1121624","1195149","1266739","1348318","1377516","1391222","1426135","1446847","1461206","1510337","","","1507660","1506349","1516919","","1557260","1555707","1589544","1625647","1731579","","2251357","2572846","2678610","2790312","2909436","2840540","2899131","3030120","3135442","3075161","3217872","3215723","3203220","3284841","","","","",
"Zimbabwe","ZWE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","735782","696130","755937","790592","835028","862736","882375","890460","826857","831879","1235036","1714266","1905437","2044029","2130487","2214963","2262071","2248823","2208715","2230881","2116414","2289309","2301642","2430198","","2482508","2493791","2510605","2482436","2460323","2460669","2534796","2399250","2361588","","","","","","","","","2666451","2663187","","2658415","2662010","2676485","2725970","2789692","2869735","",
